DROUGHT.10013 DROUGHT.10013.1
DROUGHT.15969 DROUGHT.15969.1
DROUGHT.15991 DROUGHT.15991.1
DROUGHT.15995 DROUGHT.15995.1
DROUGHT.15998 DROUGHT.15998.1
DROUGHT.15999 DROUGHT.15999.1
DROUGHT.16000 DROUGHT.16000.1
DROUGHT.16001 DROUGHT.16001.1
DROUGHT.16001 DROUGHT.16001.2
DROUGHT.16097 DROUGHT.16097.1
DROUGHT.16099 DROUGHT.16099.1
DROUGHT.16099 DROUGHT.16099.2
DROUGHT.16100 DROUGHT.16100.1
DROUGHT.16142 DROUGHT.16142.1
DROUGHT.16147 DROUGHT.16147.1
DROUGHT.16148 DROUGHT.16148.1
DROUGHT.16158 DROUGHT.16158.1
DROUGHT.16196 DROUGHT.16196.1
DROUGHT.16230 DROUGHT.16230.1
DROUGHT.16230 DROUGHT.16230.2
DROUGHT.16230 DROUGHT.16230.3
DROUGHT.16233 DROUGHT.16233.1
DROUGHT.16233 DROUGHT.16233.2
DROUGHT.16235 DROUGHT.16235.1
DROUGHT.16246 DROUGHT.16246.1
DROUGHT.16278 DROUGHT.16278.1
DROUGHT.16282 DROUGHT.16282.1
DROUGHT.16290 DROUGHT.16290.1
DROUGHT.16295 DROUGHT.16295.1
DROUGHT.16295 DROUGHT.16295.2
DROUGHT.16295 DROUGHT.16295.3
DROUGHT.16295 DROUGHT.16295.4
DROUGHT.16295 DROUGHT.16295.5
DROUGHT.16295 DROUGHT.16295.6
DROUGHT.16295 DROUGHT.16295.7
DROUGHT.16309 DROUGHT.16309.1
DROUGHT.16310 DROUGHT.16310.1
DROUGHT.16310 DROUGHT.16310.2
DROUGHT.16319 DROUGHT.16319.1
DROUGHT.1632 DROUGHT.1632.1
DROUGHT.1632 DROUGHT.1632.2
DROUGHT.1632 DROUGHT.1632.3
DROUGHT.1632 DROUGHT.1632.4
DROUGHT.16328 DROUGHT.16328.1
DROUGHT.16329 DROUGHT.16329.1
DROUGHT.16329 DROUGHT.16329.2
DROUGHT.16329 DROUGHT.16329.3
DROUGHT.16342 DROUGHT.16342.1
DROUGHT.16342 DROUGHT.16342.2
DROUGHT.16342 DROUGHT.16342.3
DROUGHT.16342 DROUGHT.16342.4
DROUGHT.16342 DROUGHT.16342.5
DROUGHT.16348 DROUGHT.16348.1
DROUGHT.16366 DROUGHT.16366.1
DROUGHT.16366 DROUGHT.16366.2
DROUGHT.16377 DROUGHT.16377.1
DROUGHT.16384 DROUGHT.16384.1
DROUGHT.16402 DROUGHT.16402.1
DROUGHT.16413 DROUGHT.16413.1
DROUGHT.16414 DROUGHT.16414.1
DROUGHT.16418 DROUGHT.16418.1
DROUGHT.16419 DROUGHT.16419.1
DROUGHT.16424 DROUGHT.16424.1
DROUGHT.16424 DROUGHT.16424.3
DROUGHT.16424 DROUGHT.16424.4
DROUGHT.16424 DROUGHT.16424.5
DROUGHT.16424 DROUGHT.16424.6
DROUGHT.16434 DROUGHT.16434.1
DROUGHT.16435 DROUGHT.16435.1
DROUGHT.16436 DROUGHT.16436.1
DROUGHT.16447 DROUGHT.16447.1
DROUGHT.16447 DROUGHT.16447.2
DROUGHT.16448 DROUGHT.16448.1
DROUGHT.16454 DROUGHT.16454.1
DROUGHT.16459 DROUGHT.16459.1
DROUGHT.16459 DROUGHT.16459.2
DROUGHT.16461 DROUGHT.16461.1
DROUGHT.16461 DROUGHT.16461.2
DROUGHT.16461 DROUGHT.16461.3
DROUGHT.16461 DROUGHT.16461.4
DROUGHT.16461 DROUGHT.16461.5
DROUGHT.16461 DROUGHT.16461.6
DROUGHT.16461 DROUGHT.16461.7
DROUGHT.16461 DROUGHT.16461.8
DROUGHT.16461 DROUGHT.16461.9
DROUGHT.16462 DROUGHT.16462.1
DROUGHT.16462 DROUGHT.16462.2
DROUGHT.16462 DROUGHT.16462.3
DROUGHT.16463 DROUGHT.16463.1
DROUGHT.16463 DROUGHT.16463.2
DROUGHT.16463 DROUGHT.16463.3
DROUGHT.16463 DROUGHT.16463.4
DROUGHT.16463 DROUGHT.16463.5
DROUGHT.16464 DROUGHT.16464.1
DROUGHT.16480 DROUGHT.16480.1
DROUGHT.16481 DROUGHT.16481.1
DROUGHT.16488 DROUGHT.16488.1
DROUGHT.16490 DROUGHT.16490.1
DROUGHT.16490 DROUGHT.16490.2
DROUGHT.16492 DROUGHT.16492.1
DROUGHT.16492 DROUGHT.16492.2
DROUGHT.16492 DROUGHT.16492.3
DROUGHT.16499 DROUGHT.16499.1
DROUGHT.16499 DROUGHT.16499.2
DROUGHT.1650 DROUGHT.1650.1
DROUGHT.1650 DROUGHT.1650.2
DROUGHT.16500 DROUGHT.16500.1
DROUGHT.16500 DROUGHT.16500.2
DROUGHT.16505 DROUGHT.16505.1
DROUGHT.16505 DROUGHT.16505.2
DROUGHT.16506 DROUGHT.16506.1
DROUGHT.16506 DROUGHT.16506.2
DROUGHT.16507 DROUGHT.16507.1
DROUGHT.16508 DROUGHT.16508.1
DROUGHT.16509 DROUGHT.16509.1
DROUGHT.16509 DROUGHT.16509.2
DROUGHT.16513 DROUGHT.16513.1
DROUGHT.16526 DROUGHT.16526.1
DROUGHT.16526 DROUGHT.16526.2
DROUGHT.16526 DROUGHT.16526.3
DROUGHT.16526 DROUGHT.16526.4
DROUGHT.16530 DROUGHT.16530.1
DROUGHT.16531 DROUGHT.16531.1
DROUGHT.16531 DROUGHT.16531.2
DROUGHT.16531 DROUGHT.16531.3
DROUGHT.16539 DROUGHT.16539.1
DROUGHT.16540 DROUGHT.16540.1
DROUGHT.16541 DROUGHT.16541.1
DROUGHT.16550 DROUGHT.16550.1
DROUGHT.16557 DROUGHT.16557.1
DROUGHT.16564 DROUGHT.16564.1
DROUGHT.16572 DROUGHT.16572.1
DROUGHT.16573 DROUGHT.16573.1
DROUGHT.16573 DROUGHT.16573.2
DROUGHT.16573 DROUGHT.16573.3
DROUGHT.16573 DROUGHT.16573.4
DROUGHT.16574 DROUGHT.16574.1
DROUGHT.16574 DROUGHT.16574.2
DROUGHT.16575 DROUGHT.16575.1
DROUGHT.16585 DROUGHT.16585.1
DROUGHT.16586 DROUGHT.16586.1
DROUGHT.16593 DROUGHT.16593.1
DROUGHT.16594 DROUGHT.16594.1
DROUGHT.16595 DROUGHT.16595.1
DROUGHT.16596 DROUGHT.16596.1
DROUGHT.16597 DROUGHT.16597.1
DROUGHT.16604 DROUGHT.16604.1
DROUGHT.16605 DROUGHT.16605.1
DROUGHT.16605 DROUGHT.16605.2
DROUGHT.16605 DROUGHT.16605.3
DROUGHT.16605 DROUGHT.16605.4
DROUGHT.16607 DROUGHT.16607.1
DROUGHT.16608 DROUGHT.16608.1
DROUGHT.16609 DROUGHT.16609.1
DROUGHT.16610 DROUGHT.16610.1
DROUGHT.16610 DROUGHT.16610.2
DROUGHT.16610 DROUGHT.16610.3
DROUGHT.16610 DROUGHT.16610.4
DROUGHT.16610 DROUGHT.16610.5
DROUGHT.16611 DROUGHT.16611.1
DROUGHT.16612 DROUGHT.16612.1
DROUGHT.16612 DROUGHT.16612.2
DROUGHT.16619 DROUGHT.16619.1
DROUGHT.16620 DROUGHT.16620.1
DROUGHT.16623 DROUGHT.16623.1
DROUGHT.16624 DROUGHT.16624.1
DROUGHT.16624 DROUGHT.16624.2
DROUGHT.16624 DROUGHT.16624.3
DROUGHT.16624 DROUGHT.16624.4
DROUGHT.16627 DROUGHT.16627.1
DROUGHT.16627 DROUGHT.16627.2
DROUGHT.16627 DROUGHT.16627.3
DROUGHT.16627 DROUGHT.16627.4
DROUGHT.1663 DROUGHT.1663.1
DROUGHT.16633 DROUGHT.16633.1
DROUGHT.16640 DROUGHT.16640.1
DROUGHT.16642 DROUGHT.16642.1
DROUGHT.16642 DROUGHT.16642.2
DROUGHT.16643 DROUGHT.16643.1
DROUGHT.16644 DROUGHT.16644.1
DROUGHT.16647 DROUGHT.16647.1
DROUGHT.16647 DROUGHT.16647.2
DROUGHT.16651 DROUGHT.16651.1
DROUGHT.16652 DROUGHT.16652.1
DROUGHT.16657 DROUGHT.16657.1
DROUGHT.16667 DROUGHT.16667.1
DROUGHT.16673 DROUGHT.16673.1
DROUGHT.16675 DROUGHT.16675.1
DROUGHT.16679 DROUGHT.16679.1
DROUGHT.16679 DROUGHT.16679.2
DROUGHT.16679 DROUGHT.16679.3
DROUGHT.16679 DROUGHT.16679.4
DROUGHT.16679 DROUGHT.16679.5
DROUGHT.16679 DROUGHT.16679.6
DROUGHT.16679 DROUGHT.16679.7
DROUGHT.16680 DROUGHT.16680.1
DROUGHT.16681 DROUGHT.16681.1
DROUGHT.16682 DROUGHT.16682.1
DROUGHT.16682 DROUGHT.16682.2
DROUGHT.16682 DROUGHT.16682.3
DROUGHT.16699 DROUGHT.16699.1
DROUGHT.16700 DROUGHT.16700.1
DROUGHT.16720 DROUGHT.16720.1
DROUGHT.16731 DROUGHT.16731.1
DROUGHT.16731 DROUGHT.16731.2
DROUGHT.16731 DROUGHT.16731.3
DROUGHT.16737 DROUGHT.16737.1
DROUGHT.16738 DROUGHT.16738.1
DROUGHT.16741 DROUGHT.16741.1
DROUGHT.16742 DROUGHT.16742.1
DROUGHT.16742 DROUGHT.16742.2
DROUGHT.16742 DROUGHT.16742.3
DROUGHT.16742 DROUGHT.16742.4
DROUGHT.16742 DROUGHT.16742.5
DROUGHT.16742 DROUGHT.16742.6
DROUGHT.16743 DROUGHT.16743.1
DROUGHT.16744 DROUGHT.16744.1
DROUGHT.16744 DROUGHT.16744.10
DROUGHT.16744 DROUGHT.16744.11
DROUGHT.16744 DROUGHT.16744.12
DROUGHT.16744 DROUGHT.16744.13
DROUGHT.16744 DROUGHT.16744.2
DROUGHT.16744 DROUGHT.16744.3
DROUGHT.16744 DROUGHT.16744.4
DROUGHT.16744 DROUGHT.16744.5
DROUGHT.16744 DROUGHT.16744.6
DROUGHT.16744 DROUGHT.16744.7
DROUGHT.16744 DROUGHT.16744.8
DROUGHT.16744 DROUGHT.16744.9
DROUGHT.16745 DROUGHT.16745.1
DROUGHT.16748 DROUGHT.16748.1
DROUGHT.16748 DROUGHT.16748.2
DROUGHT.16748 DROUGHT.16748.3
DROUGHT.16750 DROUGHT.16750.1
DROUGHT.16761 DROUGHT.16761.1
DROUGHT.16762 DROUGHT.16762.1
DROUGHT.16763 DROUGHT.16763.1
DROUGHT.16765 DROUGHT.16765.1
DROUGHT.16768 DROUGHT.16768.1
DROUGHT.16769 DROUGHT.16769.1
DROUGHT.16769 DROUGHT.16769.2
DROUGHT.16775 DROUGHT.16775.1
DROUGHT.16775 DROUGHT.16775.2
DROUGHT.16775 DROUGHT.16775.3
DROUGHT.16780 DROUGHT.16780.1
DROUGHT.16781 DROUGHT.16781.1
DROUGHT.16781 DROUGHT.16781.3
DROUGHT.16782 DROUGHT.16782.1
DROUGHT.16783 DROUGHT.16783.1
DROUGHT.16786 DROUGHT.16786.1
DROUGHT.16787 DROUGHT.16787.1
DROUGHT.16788 DROUGHT.16788.1
DROUGHT.16791 DROUGHT.16791.1
DROUGHT.16791 DROUGHT.16791.2
DROUGHT.16796 DROUGHT.16796.1
DROUGHT.16797 DROUGHT.16797.1
DROUGHT.16797 DROUGHT.16797.2
DROUGHT.16798 DROUGHT.16798.1
DROUGHT.1680 DROUGHT.1680.1
DROUGHT.1680 DROUGHT.1680.2
DROUGHT.16803 DROUGHT.16803.1
DROUGHT.16804 DROUGHT.16804.1
DROUGHT.16808 DROUGHT.16808.1
DROUGHT.16808 DROUGHT.16808.2
DROUGHT.16809 DROUGHT.16809.1
DROUGHT.16816 DROUGHT.16816.1
DROUGHT.16819 DROUGHT.16819.1
DROUGHT.16819 DROUGHT.16819.2
DROUGHT.16819 DROUGHT.16819.3
DROUGHT.16820 DROUGHT.16820.1
DROUGHT.16822 DROUGHT.16822.1
DROUGHT.16823 DROUGHT.16823.1
DROUGHT.16824 DROUGHT.16824.1
DROUGHT.16827 DROUGHT.16827.1
DROUGHT.16829 DROUGHT.16829.1
DROUGHT.16830 DROUGHT.16830.1
DROUGHT.16831 DROUGHT.16831.1
DROUGHT.16835 DROUGHT.16835.1
DROUGHT.16836 DROUGHT.16836.1
DROUGHT.16839 DROUGHT.16839.1
DROUGHT.16839 DROUGHT.16839.2
DROUGHT.16839 DROUGHT.16839.3
DROUGHT.16839 DROUGHT.16839.4
DROUGHT.16839 DROUGHT.16839.5
DROUGHT.16839 DROUGHT.16839.6
DROUGHT.16839 DROUGHT.16839.7
DROUGHT.16839 DROUGHT.16839.8
DROUGHT.16840 DROUGHT.16840.1
DROUGHT.16846 DROUGHT.16846.1
DROUGHT.1685 DROUGHT.1685.1
DROUGHT.16856 DROUGHT.16856.1
DROUGHT.16857 DROUGHT.16857.1
DROUGHT.16858 DROUGHT.16858.1
DROUGHT.16863 DROUGHT.16863.1
DROUGHT.16863 DROUGHT.16863.2
DROUGHT.16869 DROUGHT.16869.1
DROUGHT.1687 DROUGHT.1687.1
DROUGHT.1687 DROUGHT.1687.2
DROUGHT.1687 DROUGHT.1687.3
DROUGHT.1687 DROUGHT.1687.4
DROUGHT.1687 DROUGHT.1687.5
DROUGHT.16872 DROUGHT.16872.1
DROUGHT.16878 DROUGHT.16878.1
DROUGHT.16880 DROUGHT.16880.1
DROUGHT.16895 DROUGHT.16895.1
DROUGHT.16896 DROUGHT.16896.1
DROUGHT.16897 DROUGHT.16897.1
DROUGHT.16905 DROUGHT.16905.1
DROUGHT.16914 DROUGHT.16914.1
DROUGHT.16914 DROUGHT.16914.2
DROUGHT.16917 DROUGHT.16917.1
DROUGHT.16921 DROUGHT.16921.1
DROUGHT.16922 DROUGHT.16922.1
DROUGHT.16922 DROUGHT.16922.2
DROUGHT.16922 DROUGHT.16922.3
DROUGHT.16922 DROUGHT.16922.4
DROUGHT.16922 DROUGHT.16922.5
DROUGHT.16926 DROUGHT.16926.1
DROUGHT.16929 DROUGHT.16929.1
DROUGHT.16930 DROUGHT.16930.1
DROUGHT.16950 DROUGHT.16950.1
DROUGHT.16952 DROUGHT.16952.1
DROUGHT.16952 DROUGHT.16952.2
DROUGHT.16967 DROUGHT.16967.1
DROUGHT.16967 DROUGHT.16967.2
DROUGHT.16970 DROUGHT.16970.1
DROUGHT.16977 DROUGHT.16977.1
DROUGHT.16978 DROUGHT.16978.1
DROUGHT.16984 DROUGHT.16984.1
DROUGHT.16994 DROUGHT.16994.1
DROUGHT.17001 DROUGHT.17001.1
DROUGHT.17001 DROUGHT.17001.2
DROUGHT.17001 DROUGHT.17001.3
DROUGHT.17002 DROUGHT.17002.1
DROUGHT.17005 DROUGHT.17005.1
DROUGHT.17012 DROUGHT.17012.1
DROUGHT.17013 DROUGHT.17013.1
DROUGHT.17013 DROUGHT.17013.2
DROUGHT.17018 DROUGHT.17018.1
DROUGHT.17030 DROUGHT.17030.1
DROUGHT.17030 DROUGHT.17030.2
DROUGHT.17031 DROUGHT.17031.1
DROUGHT.17064 DROUGHT.17064.1
DROUGHT.17069 DROUGHT.17069.1
DROUGHT.17076 DROUGHT.17076.1
DROUGHT.17084 DROUGHT.17084.1
DROUGHT.17102 DROUGHT.17102.1
DROUGHT.17120 DROUGHT.17120.1
DROUGHT.17120 DROUGHT.17120.2
DROUGHT.17120 DROUGHT.17120.3
DROUGHT.17125 DROUGHT.17125.1
DROUGHT.17126 DROUGHT.17126.1
DROUGHT.17134 DROUGHT.17134.1
DROUGHT.17135 DROUGHT.17135.1
DROUGHT.17139 DROUGHT.17139.1
DROUGHT.17139 DROUGHT.17139.2
DROUGHT.17146 DROUGHT.17146.1
DROUGHT.17147 DROUGHT.17147.1
DROUGHT.17148 DROUGHT.17148.1
DROUGHT.17161 DROUGHT.17161.1
DROUGHT.1717 DROUGHT.1717.1
DROUGHT.1717 DROUGHT.1717.3
DROUGHT.1717 DROUGHT.1717.4
DROUGHT.1717 DROUGHT.1717.5
DROUGHT.17170 DROUGHT.17170.1
DROUGHT.17170 DROUGHT.17170.2
DROUGHT.17170 DROUGHT.17170.3
DROUGHT.17174 DROUGHT.17174.1
DROUGHT.1718 DROUGHT.1718.1
DROUGHT.17201 DROUGHT.17201.1
DROUGHT.17227 DROUGHT.17227.1
DROUGHT.17227 DROUGHT.17227.2
DROUGHT.17227 DROUGHT.17227.3
DROUGHT.17235 DROUGHT.17235.1
DROUGHT.17263 DROUGHT.17263.1
DROUGHT.17264 DROUGHT.17264.1
DROUGHT.17279 DROUGHT.17279.1
DROUGHT.17279 DROUGHT.17279.2
DROUGHT.17280 DROUGHT.17280.1
DROUGHT.17280 DROUGHT.17280.2
DROUGHT.17280 DROUGHT.17280.3
DROUGHT.17284 DROUGHT.17284.1
DROUGHT.17285 DROUGHT.17285.1
DROUGHT.17285 DROUGHT.17285.2
DROUGHT.17309 DROUGHT.17309.1
DROUGHT.17309 DROUGHT.17309.2
DROUGHT.17309 DROUGHT.17309.3
DROUGHT.17309 DROUGHT.17309.4
DROUGHT.17309 DROUGHT.17309.5
DROUGHT.17309 DROUGHT.17309.6
DROUGHT.17309 DROUGHT.17309.7
DROUGHT.17320 DROUGHT.17320.1
DROUGHT.17321 DROUGHT.17321.1
DROUGHT.17321 DROUGHT.17321.2
DROUGHT.17321 DROUGHT.17321.3
DROUGHT.17321 DROUGHT.17321.4
DROUGHT.17321 DROUGHT.17321.5
DROUGHT.17347 DROUGHT.17347.1
DROUGHT.17348 DROUGHT.17348.1
DROUGHT.17352 DROUGHT.17352.1
DROUGHT.17353 DROUGHT.17353.1
DROUGHT.17353 DROUGHT.17353.2
DROUGHT.17353 DROUGHT.17353.3
DROUGHT.17356 DROUGHT.17356.1
DROUGHT.17361 DROUGHT.17361.1
DROUGHT.17363 DROUGHT.17363.1
DROUGHT.17370 DROUGHT.17370.1
DROUGHT.17375 DROUGHT.17375.1
DROUGHT.17378 DROUGHT.17378.1
DROUGHT.17379 DROUGHT.17379.1
DROUGHT.17380 DROUGHT.17380.1
DROUGHT.1739 DROUGHT.1739.1
DROUGHT.17397 DROUGHT.17397.1
DROUGHT.17397 DROUGHT.17397.10
DROUGHT.17397 DROUGHT.17397.11
DROUGHT.17397 DROUGHT.17397.12
DROUGHT.17397 DROUGHT.17397.13
DROUGHT.17397 DROUGHT.17397.2
DROUGHT.17397 DROUGHT.17397.3
DROUGHT.17397 DROUGHT.17397.4
DROUGHT.17397 DROUGHT.17397.5
DROUGHT.17397 DROUGHT.17397.6
DROUGHT.17397 DROUGHT.17397.7
DROUGHT.17397 DROUGHT.17397.9
DROUGHT.17398 DROUGHT.17398.1
DROUGHT.17403 DROUGHT.17403.1
DROUGHT.17411 DROUGHT.17411.1
DROUGHT.17412 DROUGHT.17412.1
DROUGHT.17412 DROUGHT.17412.2
DROUGHT.17412 DROUGHT.17412.3
DROUGHT.17414 DROUGHT.17414.1
DROUGHT.17414 DROUGHT.17414.2
DROUGHT.17414 DROUGHT.17414.3
DROUGHT.17414 DROUGHT.17414.5
DROUGHT.17415 DROUGHT.17415.1
DROUGHT.17415 DROUGHT.17415.2
DROUGHT.17415 DROUGHT.17415.3
DROUGHT.17415 DROUGHT.17415.4
DROUGHT.17429 DROUGHT.17429.1
DROUGHT.17430 DROUGHT.17430.1
DROUGHT.17445 DROUGHT.17445.1
DROUGHT.17446 DROUGHT.17446.1
DROUGHT.1745 DROUGHT.1745.1
DROUGHT.1745 DROUGHT.1745.2
DROUGHT.17453 DROUGHT.17453.1
DROUGHT.17456 DROUGHT.17456.1
DROUGHT.17461 DROUGHT.17461.1
DROUGHT.17482 DROUGHT.17482.1
DROUGHT.17483 DROUGHT.17483.1
DROUGHT.17484 DROUGHT.17484.1
DROUGHT.17485 DROUGHT.17485.1
DROUGHT.17488 DROUGHT.17488.1
DROUGHT.17496 DROUGHT.17496.1
DROUGHT.17497 DROUGHT.17497.1
DROUGHT.17499 DROUGHT.17499.1
DROUGHT.17502 DROUGHT.17502.1
DROUGHT.17504 DROUGHT.17504.1
DROUGHT.17504 DROUGHT.17504.2
DROUGHT.17509 DROUGHT.17509.1
DROUGHT.17515 DROUGHT.17515.1
DROUGHT.17516 DROUGHT.17516.1
DROUGHT.17516 DROUGHT.17516.2
DROUGHT.17516 DROUGHT.17516.3
DROUGHT.17517 DROUGHT.17517.1
DROUGHT.17518 DROUGHT.17518.1
DROUGHT.17519 DROUGHT.17519.1
DROUGHT.17519 DROUGHT.17519.2
DROUGHT.17520 DROUGHT.17520.1
DROUGHT.17521 DROUGHT.17521.1
DROUGHT.17522 DROUGHT.17522.1
DROUGHT.17549 DROUGHT.17549.1
DROUGHT.17552 DROUGHT.17552.1
DROUGHT.17552 DROUGHT.17552.2
DROUGHT.17558 DROUGHT.17558.1
DROUGHT.17566 DROUGHT.17566.1
DROUGHT.17567 DROUGHT.17567.1
DROUGHT.17567 DROUGHT.17567.2
DROUGHT.17567 DROUGHT.17567.3
DROUGHT.17567 DROUGHT.17567.4
DROUGHT.17567 DROUGHT.17567.5
DROUGHT.17567 DROUGHT.17567.6
DROUGHT.17570 DROUGHT.17570.1
DROUGHT.17570 DROUGHT.17570.2
DROUGHT.17570 DROUGHT.17570.3
DROUGHT.17570 DROUGHT.17570.4
DROUGHT.17572 DROUGHT.17572.1
DROUGHT.17572 DROUGHT.17572.2
DROUGHT.17572 DROUGHT.17572.3
DROUGHT.17572 DROUGHT.17572.4
DROUGHT.17574 DROUGHT.17574.1
DROUGHT.17574 DROUGHT.17574.10
DROUGHT.17574 DROUGHT.17574.2
DROUGHT.17574 DROUGHT.17574.3
DROUGHT.17574 DROUGHT.17574.4
DROUGHT.17574 DROUGHT.17574.5
DROUGHT.17574 DROUGHT.17574.6
DROUGHT.17574 DROUGHT.17574.7
DROUGHT.17574 DROUGHT.17574.8
DROUGHT.17574 DROUGHT.17574.9
DROUGHT.17575 DROUGHT.17575.1
DROUGHT.17579 DROUGHT.17579.1
DROUGHT.17581 DROUGHT.17581.1
DROUGHT.17584 DROUGHT.17584.1
DROUGHT.17627 DROUGHT.17627.1
DROUGHT.17651 DROUGHT.17651.1
DROUGHT.17652 DROUGHT.17652.1
DROUGHT.17653 DROUGHT.17653.1
DROUGHT.17657 DROUGHT.17657.1
DROUGHT.17665 DROUGHT.17665.1
DROUGHT.1767 DROUGHT.1767.1
DROUGHT.1767 DROUGHT.1767.3
DROUGHT.17672 DROUGHT.17672.1
DROUGHT.17674 DROUGHT.17674.1
DROUGHT.17675 DROUGHT.17675.1
DROUGHT.17677 DROUGHT.17677.1
DROUGHT.17693 DROUGHT.17693.1
DROUGHT.17702 DROUGHT.17702.1
DROUGHT.17715 DROUGHT.17715.1
DROUGHT.17725 DROUGHT.17725.1
DROUGHT.17725 DROUGHT.17725.2
DROUGHT.17726 DROUGHT.17726.1
DROUGHT.17726 DROUGHT.17726.2
DROUGHT.17726 DROUGHT.17726.3
DROUGHT.17726 DROUGHT.17726.4
DROUGHT.17726 DROUGHT.17726.5
DROUGHT.17760 DROUGHT.17760.1
DROUGHT.17760 DROUGHT.17760.2
DROUGHT.17764 DROUGHT.17764.1
DROUGHT.17765 DROUGHT.17765.1
DROUGHT.17778 DROUGHT.17778.1
DROUGHT.17779 DROUGHT.17779.1
DROUGHT.17797 DROUGHT.17797.1
DROUGHT.17797 DROUGHT.17797.2
DROUGHT.17800 DROUGHT.17800.1
DROUGHT.17801 DROUGHT.17801.1
DROUGHT.17818 DROUGHT.17818.1
DROUGHT.17819 DROUGHT.17819.1
DROUGHT.17859 DROUGHT.17859.1
DROUGHT.17859 DROUGHT.17859.2
DROUGHT.17859 DROUGHT.17859.3
DROUGHT.17861 DROUGHT.17861.1
DROUGHT.17861 DROUGHT.17861.2
DROUGHT.17868 DROUGHT.17868.1
DROUGHT.17868 DROUGHT.17868.3
DROUGHT.17893 DROUGHT.17893.1
DROUGHT.17937 DROUGHT.17937.1
DROUGHT.17938 DROUGHT.17938.1
DROUGHT.17939 DROUGHT.17939.1
DROUGHT.17940 DROUGHT.17940.1
DROUGHT.17940 DROUGHT.17940.2
DROUGHT.17941 DROUGHT.17941.1
DROUGHT.17941 DROUGHT.17941.2
DROUGHT.17946 DROUGHT.17946.1
DROUGHT.17946 DROUGHT.17946.2
DROUGHT.17946 DROUGHT.17946.3
DROUGHT.17947 DROUGHT.17947.1
DROUGHT.17971 DROUGHT.17971.1
DROUGHT.17971 DROUGHT.17971.2
DROUGHT.18001 DROUGHT.18001.1
DROUGHT.18002 DROUGHT.18002.1
DROUGHT.18020 DROUGHT.18020.1
DROUGHT.18025 DROUGHT.18025.1
DROUGHT.18037 DROUGHT.18037.1
DROUGHT.18046 DROUGHT.18046.1
DROUGHT.18051 DROUGHT.18051.1
DROUGHT.18113 DROUGHT.18113.1
DROUGHT.18133 DROUGHT.18133.1
DROUGHT.18186 DROUGHT.18186.1
DROUGHT.18222 DROUGHT.18222.1
DROUGHT.18225 DROUGHT.18225.1
DROUGHT.1824 DROUGHT.1824.1
DROUGHT.1824 DROUGHT.1824.2
DROUGHT.18240 DROUGHT.18240.1
DROUGHT.18392 DROUGHT.18392.1
DROUGHT.18404 DROUGHT.18404.1
DROUGHT.18473 DROUGHT.18473.1
DROUGHT.18475 DROUGHT.18475.1
DROUGHT.18477 DROUGHT.18477.1
DROUGHT.18477 DROUGHT.18477.2
DROUGHT.18477 DROUGHT.18477.3
DROUGHT.18479 DROUGHT.18479.1
DROUGHT.18519 DROUGHT.18519.1
DROUGHT.18519 DROUGHT.18519.2
DROUGHT.18520 DROUGHT.18520.1
DROUGHT.18577 DROUGHT.18577.1
DROUGHT.18578 DROUGHT.18578.1
DROUGHT.18578 DROUGHT.18578.2
DROUGHT.18581 DROUGHT.18581.1
DROUGHT.18581 DROUGHT.18581.2
DROUGHT.18601 DROUGHT.18601.1
DROUGHT.18605 DROUGHT.18605.1
DROUGHT.18630 DROUGHT.18630.1
DROUGHT.18630 DROUGHT.18630.2
DROUGHT.18852 DROUGHT.18852.1
DROUGHT.18887 DROUGHT.18887.1
DROUGHT.18940 DROUGHT.18940.1
DROUGHT.18979 DROUGHT.18979.1
DROUGHT.18980 DROUGHT.18980.1
DROUGHT.18995 DROUGHT.18995.1
DROUGHT.19018 DROUGHT.19018.1
DROUGHT.19029 DROUGHT.19029.1
DROUGHT.19029 DROUGHT.19029.2
DROUGHT.19029 DROUGHT.19029.3
DROUGHT.1904 DROUGHT.1904.1
DROUGHT.1904 DROUGHT.1904.2
DROUGHT.1906 DROUGHT.1906.1
DROUGHT.19071 DROUGHT.19071.1
DROUGHT.19071 DROUGHT.19071.2
DROUGHT.19071 DROUGHT.19071.3
DROUGHT.19071 DROUGHT.19071.4
DROUGHT.19071 DROUGHT.19071.5
DROUGHT.19071 DROUGHT.19071.6
DROUGHT.19153 DROUGHT.19153.1
DROUGHT.1926 DROUGHT.1926.1
DROUGHT.19294 DROUGHT.19294.1
DROUGHT.19300 DROUGHT.19300.1
DROUGHT.19315 DROUGHT.19315.1
DROUGHT.19332 DROUGHT.19332.1
DROUGHT.19363 DROUGHT.19363.1
DROUGHT.19363 DROUGHT.19363.2
DROUGHT.19363 DROUGHT.19363.4
DROUGHT.19363 DROUGHT.19363.5
DROUGHT.19369 DROUGHT.19369.1
DROUGHT.19369 DROUGHT.19369.2
DROUGHT.19392 DROUGHT.19392.1
DROUGHT.19401 DROUGHT.19401.1
DROUGHT.19401 DROUGHT.19401.2
DROUGHT.1946 DROUGHT.1946.1
DROUGHT.195 DROUGHT.195.1
DROUGHT.19528 DROUGHT.19528.1
DROUGHT.19528 DROUGHT.19528.2
DROUGHT.19613 DROUGHT.19613.1
DROUGHT.19614 DROUGHT.19614.1
DROUGHT.19637 DROUGHT.19637.1
DROUGHT.19650 DROUGHT.19650.1
DROUGHT.19654 DROUGHT.19654.1
